,name,place_id,types,lat,lng,rating,user_ratings_total
637,關子嶺溫泉,ChIJSfNljJ2NbjQRKpPO1fEKKsk,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3396518,120.50439,4.2,3202.0
638,虱目魚小子,ChIJjZ5fnsQqbDQRe-qUpzdLLh0,"['tourist_attraction', 'point_of_interest', 'establishment']",23.2700218,120.1261385,4.2,70.0
639,紅樹林潟湖生態,ChIJAQAAAOwpbDQRjvszmVjRCvA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.352782,120.1416089,3.9,15.0
640,蚵寮漁村民俗文化公園,ChIJZxmbX_IqbDQRCFkLVcQPkRU,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.286023,120.133417,4.1,109.0
641,柳營代天院,ChIJrWu4i2qGbjQRpIagj-yqDUU,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",23.278575,120.3171307,4.4,257.0
642,卡多利亞良食故事館,ChIJJRuP-eaPbjQRJyG8xMedvcM,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",23.3592418,120.3586483,3.9,244.0
643,烏樹林糖廠,ChIJk2CADrCPbjQRLsDol_Eu_9o,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3284878,120.3744788,4.0,1210.0
644,台灣基督長老教會 白水溪教會,ChIJ9YMn6oCSbjQRyvA3ocYe21Q,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.35364,120.4838577,4.5,47.0
645,黑琵抵嘉,ChIJVdAW-BCCbjQRFnlOlvwJksM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3433625,120.1728428,4.1,15.0
646,八掌溪堤岸步道,ChIJdwaSF0mDbjQRF851UAWSal8,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3298076,120.2451531,4.3,8.0
647,鹽水車站倉庫群樹屋,ChIJW5_M4Q-EbjQR6k2F80jsI9c,"['tourist_attraction', 'point_of_interest', 'establishment']",23.322935,120.2627447,4.2,29.0
648,月津港,ChIJN3iw-RyEbjQRiEWYYHgpEPA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3170611,120.266785,4.3,2152.0
649,糖伯伯,ChIJ38qU02eFbjQRtLOfBjA0OJQ,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3166607,120.2676595,5.0,21.0
650,新營鐵道地景公園,ChIJ9w0mR-eFbjQRDls3tCmOorc,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3048289,120.3217684,4.1,106.0
651,台糖新營車站,ChIJLRCcaueFbjQR9SrgalrIrtw,"['tourist_attraction', 'point_of_interest', 'establishment']",23.305219,120.3218128,4.4,5.0
652,蓮緣香水蓮花園,ChIJ-8nnaiGObjQRZDxkJJRC1dc,"['tourist_attraction', 'point_of_interest', 'establishment']",23.361772,120.408451,3.9,558.0
653,烏樹林休閒博物館,ChIJJRuP-eaPbjQRPrNXnPaWEn4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",23.32889849999999,120.3725879,3.9,62.0
654,白河蓮香亭,ChIJAdfICACUbjQRLLnFS1A6vZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3669968,120.4120111,3.9,739.0
655,白河水庫風景區,ChIJYxH6XniSbjQRVeGn-aSbtDA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3539796,120.4735302,3.2,162.0
656,好美里水漾森林,ChIJ6WwVO9QpbDQRamVWRRnbPGU,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3443202,120.1274155,4.2,19.0
657,嘉義美好村,ChIJi4UYxB8qbDQRh1SiwgG-Pyo,"['tourist_attraction', 'point_of_interest', 'establishment']",23.33651,120.13772659999998,4.3,15.0
658,嘉義好美里,ChIJ6yRWVlK-bjQR95z9gdz6OgQ,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3373667,120.1390587,4.3,28.0
659,魍港太聖宮,ChIJAQAAAOwpbDQRvY-NHyEGz5c,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3384084,120.1383238,4.3,278.0
660,布袋港漁市,ChIJl927qSsobDQRUbouAy2tsUw,"['tourist_attraction', 'food', 'point_of_interest', 'establishment']",23.379479,120.15556399999998,3.9,21997.0
661,好美漁村公園,ChIJP2cfyfUpbDQRBHi9KX9fuTA,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3391018,120.140419,4.0,708.0
662,義竹公園,ChIJJTY8GpKDbjQRx74U7HzgfxM,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3423904,120.2387138,3.5,26.0
663,一銀巷,ChIJTdiqfRqEbjQRjLul0R3BYvA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3206096,120.2658725,4.0,76.0
664,鹽水護庇宮,ChIJwZQlzRuEbjQRaBwnRR9urzs,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3181548,120.2672389,4.5,118.0
665,王爺廟巷,ChIJTZeFQBqEbjQRCrrzRPlfdoA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.319305,120.2670969,4.3,54.0
666,新營美術園區,ChIJr869GdeFbjQRdV9RphWUN_A,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3054919,120.3066748,4.5,23.0
667,不二良小鼠,ChIJq6qqqtqFbjQRp0dWLeyS0AA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3050805,120.3062679,4.1,379.0
668,七彩長廊,ChIJt-OYTtaFbjQRk2MZi7Ghy4I,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3036917,120.3056802,4.2,311.0
669,長勝營區綠色隧道,ChIJwSmAO3mGbjQRwGjYxTmZsUU,"['tourist_attraction', 'point_of_interest', 'establishment']",23.2984424,120.3051424,4.0,672.0
670,南紙社區公園,ChIJx9cgO4CGbjQRlkcvYmEd9Gg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3033581,120.2954483,4.0,111.0
671,新營阿勃勒步道,ChIJtcHuTcaFbjQRFwAA7udfRH4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3194448,120.3100019,4.4,76.0
672,新營縣府日式木造官舍,ChIJC6K9buiFbjQRxT9FaJE3Fb0,"['tourist_attraction', 'point_of_interest', 'establishment']",23.310038100000003,120.3223473,4.2,25.0
673,新東藥仔公園,ChIJqRy5q-mFbjQReCJ21EHSweE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.31182309999999,120.32319540000002,3.5,11.0
674,松鼠企業,ChIJZ2cMq6yabjQRBA6rLndIHNQ,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",23.3792032,120.3358671,4.0,54.0
675,無米樂菁寮嫁妝老街,ChIJVVVVVeWPbjQRHZ_PSFrVPeM,"['tourist_attraction', 'museum', 'restaurant', 'food', 'point_of_interest', 'establishment']",23.3795199,120.3356709,4.1,929.0
676,菁寮聖十字架天主堂,ChIJaRtsqlOFbjQR3GHs1Nui-aI,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",23.3783163,120.33980490000002,4.3,260.0
677,土溝農村美術館,ChIJVVVVVdSRbjQR0721Va4qnPs,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3742615,120.38768190000002,3.6,385.0
678,土溝藝術工寮,ChIJheAxWdqRbjQRHk_TUzU5xa4,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3748994,120.4029674,3.8,23.0
679,林初埤,ChIJI0ZL3sKRbjQR6UpWUh3BAKE,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3755264,120.4087835,4.1,195.0
680,白河林初埤木棉花道,ChIJc5rfI8ORbjQR09fSnmIu0cw,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3781235,120.4099431,4.2,5423.0
681,竹門綠色隧道,ChIJveCPu_GRbjQRrsmlx9dDAp8,"['tourist_attraction', 'point_of_interest', 'establishment']",23.376264600000006,120.4365892,4.1,155.0
682,蓮花石洞,ChIJW3dN1qCNbjQRnMcEO-K4n8o,"['tourist_attraction', 'point_of_interest', 'establishment']",23.32443,120.479097,3.0,1.0
683,清虛宮(天公廟),ChIJe5r2l6CNbjQRXhfTCFUIj0Q,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3249062,120.4811098,4.7,119.0
684,枕頭山步道,ChIJcxpgmKCNbjQREn0a0yjUOec,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.3250393,120.4813084,3.9,74.0
685,寶貝的窩 3D彩繪,ChIJeZoKpfUpbDQRF8F_j31BIYY,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3390857,120.1392659,4.0,23.0
686,邱家園(國宮博物館),ChIJC81-tS0obDQRQKhO7l6KYPw,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",23.38185,120.150104,2.7,15.0
687,布袋鹽山,ChIJq9II7piCbjQRRRxP09mM74o,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3814544,120.1686317,3.3,567.0
688,布袋濕地生態園區,ChIJo_q1JGaCbjQRY05qcVHN_g0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.3624307,120.1778792,4.2,77.0
689,南布袋溼地,ChIJ3TbH1HyCbjQRG6zb4-W-xis,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3626848,120.1779448,4.1,21.0
690,龜塔公園,ChIJmZ5ZUNaEbjQRzN5R6EZJJW4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.382525,120.295095,4.0,26.0
691,五十三將軍廟,ChIJm98OTBaEbjQR-7YS3NurhkE,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",23.322834,120.2732969,3.9,133.0
692,天鵝湖停車場,ChIJqbpI0aKFbjQR6hwUElucHr0,"['parking', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3318934,120.3180066,4.0,823.0
693,白河蓮花公園,ChIJLxPOaD2ObjQRe6XwjCNjy9Y,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3875229,120.4176693,3.7,1450.0
694,美雅家具觀光工廠,ChIJ650r1oqRbjQRNyw3g7uaaWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",23.382015,120.432946,4.4,404.0
695,出米洞,ChIJ3ZNlF96NbjQRqWF4xfZBV4g,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3250701,120.4806705,4.1,16.0
696,枕頭山觀景臺,ChIJ87Ier3SNbjQRGewA8CdDPT4,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3280979,120.4871345,3.8,297.0
697,枕頭山涼亭,ChIJSdoVu3SNbjQRvv3XThDeQYA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3285515,120.486786,4.3,6.0
698,好美寮溼地,ChIJu_Fyir4pbDQRmuPSGC1ZVF0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.363065,120.131242,4.0,82.0
699,淨慈寺,ChIJAQAAAF-CbjQRxu-_HFEyG14,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3970447,120.209632,5.0,2.0
700,連成巷,ChIJf6wIDRqEbjQRj-691irTNhM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3202544,120.2672962,4.5,84.0
701,小南海風景區,ChIJtzxzrMqRbjQRd9h53AOCD4o,"['tourist_attraction', 'point_of_interest', 'establishment']",23.39102519999999,120.3942677,4.0,1438.0
702,白河鎮蓮潭社區,ChIJ15z7ObCRbjQRw4P65aR_vV4,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3970973,120.4045183,4.3,63.0
703,三寶殿,ChIJx21Mm6CNbjQR4hXtbiwrGY8,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.325433,120.48141499999998,4.9,14.0
704,高跟鞋教堂,ChIJPcKEHS0obDQR2iegaAc9_04,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3777519,120.14875,3.9,3916.0
705,好美鱟花園｜布袋航道號,ChIJNQfO1tIpbDQRLU-PExFAISw,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3774183,120.149932,4.0,61.0
706,武聖宮童話故事彩繪牆,ChIJtXNwHy0obDQRqLlABETy1no,"['tourist_attraction', 'point_of_interest', 'establishment']",23.37924,120.150051,0.0,0.0
707,義昌碾米廠(旅遊中心、咖啡飲品、伴手禮展售),ChIJNX5IQVOFbjQRAyzK3TVQtxA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.380125,120.336625,4.2,55.0
708,台灣基督長老教會林子內教會,ChIJu5aLom2SbjQRH3990KP3cEo,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",23.366291,120.4623503,4.5,88.0
709,寶泉橋,ChIJL3oZUWeNbjQR3w2KGpc0pis,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3394766,120.5044091,3.7,66.0
710,關子嶺好漢坡,ChIJaa4siF2NbjQRobz26z-ctMM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3379996,120.50490390000002,3.8,60.0
711,關子嶺天梯,ChIJ8581i12NbjQRw_MKCZOFhrM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3384414,120.5051436,3.6,135.0
712,關子嶺,ChIJT8MZ912NbjQRskDkqd5N9-U,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3389957,120.5051334,3.6,20.0
713,布新國小後牆-喵星人彩繪,ChIJ52urtSwobDQRak13OA87hy8,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3776497,120.15188700000002,4.2,55.0
714,布袋小確幸海灘,ChIJuyPq7S4obDQRIpiUv_9PkCE,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3846214,120.1510753,4.2,283.0
715,布袋五四三 布袋小鎮展示所,ChIJYxvbJsYpbDQRYxvkcq9Ih6s,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3778197,120.1568371,4.5,4.0
716,海濱公園,ChIJ6z7av4WCbjQRsEPNHtXoc48,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.380674600000006,120.1690062,3.4,13.0
717,布袋嘉應廟,ChIJUfWIkioobDQRAniIK3AgalE,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3780597,120.1573736,4.6,50.0
718,東港山公園,ChIJ609fb-6CbjQRqazIuUql__g,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.382399,120.1888064,4.1,134.0
719,洲南鹽場,ChIJk_9MgJqCbjQRP2clxqbM-YU,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3839298,120.1673704,4.6,215.0
720,厝味碧沙街,ChIJ2wpaK4opbDQRAY1XE-MqWd8,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3786169,120.1578013,5.0,1.0
721,台灣原創插畫彩繪村,ChIJET7Hx6ScbjQRnd0kzrJA6wM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4162728,120.2405381,4.2,100.0
722,東榮村火車頭公園,ChIJUdizP2eDbjQRlH_c39CLpSo,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3787398,120.2441969,4.2,43.0
723,台糖南靖休閒廣場,ChIJQw1NX_-QbjQR8XipLdUv4KU,"['florist', 'campground', 'night_club', 'tourist_attraction', 'lodging', 'park', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",23.413797,120.384991,4.0,49.0
724,台灣基督長老教會 岩前教會,ChIJj50mDJCNbjQRuXkEZrkt7Tg,"['church', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.3409675,120.4698458,4.6,59.0
725,海風長堤,ChIJS9XV0isobDQR6DW5odJLbkI,"['tourist_attraction', 'point_of_interest', 'establishment']",23.381447,120.1560213,4.1,41.0
726,桑椹銀行家,ChIJAQAAAFeDbjQRzYfRZqP_kxk,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3920051,120.2423198,4.2,70.0
727,菁寮老街,ChIJfX0XDlOFbjQRDh59YxvIdEI,"['tourist_attraction', 'point_of_interest', 'establishment']",23.379271600000006,120.3359068,4.1,1781.0
728,白人牙膏觀光工廠,ChIJIQbcHh2RbjQRqiMl6cn-q5k,"['tourist_attraction', 'museum', 'restaurant', 'food', 'point_of_interest', 'establishment']",23.4246517,120.3922743,4.3,14576.0
729,中埔鄉嘉檳文化館,ChIJpdrte1aTbjQRDe-d37yjjD8,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",23.4248968,120.521999,4.1,52.0
730,後壁黃崑虎宅,ChIJ8dSA0sSPbjQRwfnuLDRAqas,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3647154,120.36160990000002,4.3,18.0
731,後壁綠色隧道,ChIJcc8UQW2PbjQR9EFYY8Aa59U,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3624034,120.3747373,4.2,68.0
732,清山寺,ChIJT3pHqVXrbjQRHS-Y3BxTQiE,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",23.427995000000006,120.5313871,4.5,4.0
733,中崙澐水溪溫泉,ChIJPSBrgWWUbjQRfDwPRTnZUfk,"['tourist_attraction', 'natural_feature', 'point_of_interest', 'establishment']",23.373691,120.5620679,3.8,469.0
734,鹿角埤生態園區,ChIJtctMMiCTbjQRbDKvEq-834U,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",23.3949594,120.5064791,3.2,32.0
735,白水湖壽島,ChIJrQfz4RsobDQRzokSYiT9Uzk,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4009833,120.1514525,4.4,450.0
736,東石鄉白水湖--壽島,ChIJ8T7y4RsobDQRwFWoUO_AbBg,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4043554,120.1520355,4.5,139.0
737,東石漁人碼頭,ChIJo-Z3SJgnbDQRbkeN9Rx3Mis,"['tourist_attraction', 'point_of_interest', 'establishment']",23.448753600000003,120.1352728,4.1,17149.0
738,國寶阿祖的彩繪古厝,ChIJxWshrEqdbjQRkLc-cVRyn5w,"['tourist_attraction', 'point_of_interest', 'establishment']",23.414462,120.181555,5.0,2.0
739,瑞茂戲院,ChIJL79LfDWdbjQROmf1DOrz-Ew,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4162533,120.1822187,3.9,14.0
740,品皇咖啡觀光工廠,ChIJwYYKF3KabjQR9XYLTRdAnYo,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4417307,120.3334077,3.9,13514.0
741,鹿東社區埤頭堀,ChIJC_Sw6-6abjQRwEE6SZkNV9Y,"['tourist_attraction', 'point_of_interest', 'establishment']",23.4145654,120.3130413,4.4,19.0
742,嘉南大圳洗衣亭,ChIJUZeskDGQbjQR0WcoBcqCJmU,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3840268,120.3828279,3.9,30.0
743,嘉義千光寺,ChIJVVVVFUmRbjQRwbpAFcz0I2o,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.4372314,120.4181428,4.3,52.0
