,Unnamed: 0,name,place_id,types,lat,lng,rating,user_ratings_total,Tag,Busy_Time
700,700,連成巷,ChIJf6wIDRqEbjQRj-691irTNhM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3202544,120.2672962,4.5,84,"['全部', '兔', '可愛', '美術館', '裝置藝術', '2019', '晚上']",[]
701,701,小南海風景區,ChIJtzxzrMqRbjQRd9h53AOCD4o,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3910252,120.3942677,4,1438,"['全部', '湖', '步道', '休閒', '吊橋', '區', '蓮花', '寺', '生態', '觀世音菩薩']","[['4時', '0%'], ['5時', '5%'], ['6時', '11%'], ['7時', '20%'], ['8時', '29%'], ['9時', '37%'], ['10時', '40%'], ['11時', '38%'], ['12時', '34%'], ['13時', '36%'], ['14時', '53%'], ['15時', '81%'], ['16時', '91%'], ['17時', '67%'], ['目前繁忙程度：0%', '30%)'], ['19時', '6%'], ['20時', '1%'], ['21時', '1%'], ['22時', '1%'], ['23時', '1%'], ['0時', '1%'], ['1時', '1%'], ['2時', '1%'], ['3時', '1%']]"
702,702,白河鎮蓮潭社區,ChIJ15z7ObCRbjQRw4P65aR_vV4,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3970973,120.4045183,4.3,63,[],[]
703,703,三寶殿,ChIJx21Mm6CNbjQR4hXtbiwrGY8,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",23.325433,120.481415,4.9,14,[],[]
704,704,高跟鞋教堂,ChIJPcKEHS0obDQR2iegaAc9_04,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3777519,120.14875,3.9,3916,"['全部', '裝置藝術', '燈', '無聊', '草地', '攤販', '單調', '漁港', '魚市場', '施工']","[['4時', '1%'], ['5時', '1%'], ['6時', '0%'], ['7時', '5%'], ['8時', '13%'], ['9時', '22%'], ['10時', '32%'], ['11時', '41%'], ['12時', '50%'], ['13時', '65%'], ['14時', '85%'], ['15時', '100%'], ['16時', '93%'], ['17時', '66%'], ['18時', '34%'], ['19時', '13%'], ['目前繁忙程度：27%', '4%)'], ['21時', '2%'], ['22時', '1%'], ['23時', '2%'], ['0時', '1%'], ['1時', '0%'], ['2時', '1%'], ['3時', '1%']]"
705,705,好美鱟花園｜布袋航道號,ChIJNQfO1tIpbDQRLU-PExFAISw,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3774183,120.149932,4,61,"['全部', '假日']","[['6時', '0%'], ['7時', '0%'], ['8時', '8%'], ['9時', '12%'], ['10時', '12%'], ['11時', '20%'], ['12時', '29%'], ['13時', '45%'], ['14時', '54%'], ['15時', '58%'], ['16時', '45%'], ['17時', '33%'], ['18時', '16%'], ['19時', '0%'], ['20時', '0%'], ['21時', '0%'], ['22時', '0%'], ['23時', '0%']]"
706,706,武聖宮童話故事彩繪牆,ChIJtXNwHy0obDQRqLlABETy1no,"['tourist_attraction', 'point_of_interest', 'establishment']",23.37924,120.150051,0,0,[],[]
707,707,義昌碾米廠(旅遊中心、咖啡飲品、伴手禮展售),ChIJNX5IQVOFbjQRAyzK3TVQtxA,"['tourist_attraction', 'point_of_interest', 'establishment']",23.380125,120.336625,4.2,55,"['全部', '機']",[]
708,708,台灣基督長老教會林子內教會,ChIJu5aLom2SbjQRH3990KP3cEo,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",23.366291,120.4623503,4.5,88,"['全部', '心靈']",[]
709,709,寶泉橋,ChIJL3oZUWeNbjQR3w2KGpc0pis,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3394766,120.5044091,3.7,66,"['全部', '溫泉', '步道', '公園', '日治時期', '古蹟']",[]
710,710,關子嶺好漢坡,ChIJaa4siF2NbjQRobz26z-ctMM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3379996,120.5049039,3.8,60,[],[]
711,711,關子嶺天梯,ChIJ8581i12NbjQRw_MKCZOFhrM,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3384414,120.5051436,3.6,135,"['全部', '風景', '溫泉', '日治時代', '階梯', '休閒', '晚上', '美感', '行人', '燈', '運動']","[['4時', '14%'], ['5時', '21%'], ['6時', '28%'], ['7時', '35%'], ['8時', '35%'], ['9時', '42%'], ['10時', '35%'], ['11時', '35%'], ['12時', '28%'], ['13時', '28%'], ['14時', '21%'], ['15時', '14%'], ['16時', '78%'], ['17時', '14%'], ['18時', '7%'], ['19時', '14%'], ['20時', '14%'], ['21時', '21%'], ['22時', '21%'], ['23時', '14%'], ['0時', '14%'], ['1時', '7%'], ['2時', '7%'], ['3時', '14%']]"
712,712,關子嶺,ChIJT8MZ912NbjQRskDkqd5N9-U,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3389957,120.5051334,3.6,20,[],[]
713,713,布新國小後牆-喵星人彩繪,ChIJ52urtSwobDQRak13OA87hy8,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3776497,120.151887,4.2,55,"['全部', '貓咪', '畫作', '車輛']",[]
714,714,布袋小確幸海灘,ChIJuyPq7S4obDQRIpiUv_9PkCE,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3846214,120.1510753,4.2,283,"['全部', '沙', '垃圾', '美', '夕陽', '沖洗', '廁所', '蚵', '游泳', '釣魚', '環境']","[['4時', '2%'], ['5時', '3%'], ['6時', '3%'], ['7時', '5%'], ['8時', '7%'], ['9時', '9%'], ['10時', '12%'], ['11時', '15%'], ['12時', '18%'], ['13時', '19%'], ['14時', '19%'], ['15時', '29%'], ['16時', '71%'], ['17時', '100%'], ['目前繁忙程度：100%', '53%)'], ['19時', '14%'], ['20時', '4%'], ['21時', '3%'], ['22時', '2%'], ['23時', '2%'], ['0時', '2%'], ['1時', '2%'], ['2時', '2%'], ['3時', '2%']]"
715,715,布袋五四三 布袋小鎮展示所,ChIJYxvbJsYpbDQRYxvkcq9Ih6s,"['tourist_attraction', 'point_of_interest', 'establishment']",23.3778197,120.1568371,4.5,4,[],[]
716,716,海濱公園,ChIJ6z7av4WCbjQRsEPNHtXoc48,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",23.3806746,120.1690062,3.4,13,[],[]
